temperature,pressure,altitude,Gyro X,Gyro Y,Gyro Z,Acc X,Acc Y,Acc Z,takepicture,time
33,100023,108.97,0,0,0,11,249,63,1,887
33,100023,108.97,0,0,0,11,248,63,1,3165
33,100023,108.97,0,0,0,11,248,64,1,5594
33,100020,109.22,0,0,0,11,248,62,1,7873
33,100026,108.71,0,0,0,11,247,62,1,10139
33,100014,109.72,0,0,0,11,248,63,1,12568
33,100026,108.71,2,0,0,10,248,63,1,14841
33,100026,108.71,0,0,0,10,247,63,1,17254
33,100026,108.71,0,0,0,11,248,62,1,19532
33,100017,109.47,0,0,0,12,247,63,1,21807
33,100017,109.47,0,0,0,10,248,63,1,24208
33,100020,109.22,0,0,0,10,248,63,1,26488
33,100017,109.47,0,0,0,11,249,63,1,28915
33,100017,109.47,0,0,0,11,247,63,1,31195
33,100011,109.98,0,0,0,12,247,62,1,-32076
33,100026,108.71,0,0,0,10,249,62,1,-29667
33,100026,108.71,0,0,0,11,248,63,1,-27375
33,100020,109.22,0,1,0,10,249,62,1,-24966
32,100029,108.46,-2,0,0,11,247,62,1,-22674
32,100017,109.47,0,0,0,11,247,64,1,-20407
32,100023,108.97,0,0,0,12,249,62,1,-18005
33,100026,108.71,0,0,0,11,248,62,1,-15725
33,100020,109.22,0,0,0,11,248,62,1,-13292
33,100026,108.71,0,0,0,11,248,62,1,-11015
33,100026,108.71,0,0,0,11,247,62,1,-8752
32,100026,108.71,0,0,0,12,248,63,1,-6349
32,100023,108.97,0,0,0,11,248,62,1,-4073
32,100026,108.71,0,0,0,12,247,62,1,-1640
32,100014,109.72,0,0,0,12,248,63,1,633
32,100023,108.97,0,0,0,10,248,63,1,2899
32,100020,109.22,0,0,0,11,248,62,1,5288
32,100029,108.46,0,0,0,11,247,63,1,7562
32,100020,109.22,0,0,0,10,248,63,1,9969
32,100020,109.22,0,0,0,11,248,62,1,12250
32,100020,109.22,0,0,0,11,247,62,1,14511
32,100026,108.71,0,0,0,10,246,63,1,16919
32,100023,108.97,0,0,0,12,249,63,1,19202
32,100026,108.71,-2,0,0,11,246,62,1,21604
32,100020,109.22,0,0,0,12,249,62,1,23886
32,100011,109.98,0,0,0,11,249,62,1,26150
32,100029,108.46,0,0,0,11,247,63,1,28564
32,100014,109.72,0,0,0,12,247,63,1,30844
32,100023,108.97,0,0,0,11,248,62,1,-32269
32,100020,109.22,-2,0,0,12,247,63,1,-29983
32,100020,109.22,0,0,0,12,248,62,1,-27719
32,100017,109.47,0,0,0,12,247,63,1,-25323
32,100023,108.97,0,0,0,10,248,63,1,-23042
32,100020,109.22,0,0,0,12,246,62,1,-20629
32,100020,109.22,0,0,0,12,248,64,1,-18345
32,100020,109.22,0,0,0,22,246,57,1,-16076
31,100026,108.71,-44,45,15,194,233,39,0,-13662
31,100014,109.72,58,-14,19,196,225,34,0,-11368
31,100011,109.98,-74,78,56,180,245,28,0,-8967
31,99999,110.99,11,-12,10,175,20,60,1,-6670
31,99996,111.24,-3,54,-32,210,236,18,0,-4399
31,99990,111.74,-21,-11,19,191,246,28,1,-2135
31,99987,112.00,7,-32,-13,197,238,35,0,165
30,99968,113.60,2,-60,14,176,244,36,0,2411
30,99966,113.76,0,-5,21,185,238,48,1,4629
30,99971,113.34,34,75,-40,204,237,24,0,6861
30,99966,113.76,-18,55,-12,202,233,28,0,9092
30,99951,115.03,-28,-68,-2,186,241,34,0,11327
30,99954,114.78,8,-23,12,206,229,12,1,13573
30,99948,115.28,-1,-61,-41,189,232,33,0,15832
30,99948,115.28,-59,-110,-13,200,245,50,0,18174
30,99948,115.28,2,-22,-6,211,249,44,1,20475
30,99942,115.78,-1,21,18,208,242,48,1,22747
30,99939,116.04,-2,-7,-10,192,13,48,1,24998
30,99939,116.04,5,24,-56,203,10,44,0,27247
30,99936,116.29,25,126,-57,218,236,20,0,29494
29,99942,115.78,53,5,-42,207,232,19,0,31728
29,99945,115.53,23,-43,29,207,238,37,0,-31561
29,99936,116.29,17,76,-19,195,242,61,0,-29372
29,99936,116.29,43,-12,-18,182,229,32,0,-27149
29,99933,116.54,26,6,-12,203,230,39,1,-24869
29,99930,116.79,-55,20,46,204,240,51,0,-22595
29,99945,115.53,-9,-98,-81,206,228,47,0,-20212
29,99936,116.29,7,13,0,215,228,53,1,-17928
29,99933,116.54,10,7,-23,219,227,55,1,-15646
29,99936,116.29,-3,0,4,2,189,28,1,-13374
29,99942,115.78,-2,20,53,242,175,1,0,-11106
29,99945,115.53,-1,-2,42,243,175,2,0,-8858
29,99930,116.79,0,0,0,243,176,247,1,-6627
29,99942,115.78,5,1,-2,234,177,255,1,-4399
29,99933,116.54,0,1,0,238,178,255,1,-2180
29,99930,116.79,-2,0,-1,237,175,255,1,32
29,99945,115.53,-13,3,0,240,175,1,1,2260
29,99948,115.28,-8,2,-1,239,176,0,1,4530
29,99957,114.52,0,0,0,238,173,8,1,6861
29,99936,116.29,-6,1,-1,244,175,253,1,9136
29,99948,115.28,5,0,0,246,176,250,1,11398
29,99942,115.78,20,-2,1,236,178,252,1,13808
29,99939,116.04,6,0,-6,249,168,24,1,16090
29,99933,116.54,26,-3,-7,253,173,16,1,18501
29,99927,117.05,9,0,-1,242,176,13,1,20794
29,99918,117.81,0,0,-1,238,172,6,1,23071
29,99924,117.30,0,0,0,238,173,3,1,25433
29,99909,118.56,-1,1,0,240,174,1,1,27717
29,99912,118.31,0,0,0,238,174,4,1,30117
29,99900,119.32,0,0,0,236,174,3,1,32400
29,99921,117.55,0,0,0,237,175,0,1,-30869
29,99915,118.06,0,0,0,237,177,2,1,-28483
29,99909,118.56,0,0,0,238,177,1,1,-26201
29,99912,118.31,0,0,0,238,174,255,1,-23794
29,99915,118.06,1,1,0,242,176,0,1,-21504
29,99915,118.06,1,1,-1,241,172,255,1,-19241
29,99915,118.06,0,0,0,239,177,252,1,-16863
29,99918,117.81,1,0,0,247,175,248,1,-14583
29,99939,116.04,1,0,0,243,176,247,1,-12181
29,99930,116.79,1,0,0,243,174,245,1,-9904
29,99927,117.05,0,1,0,238,177,1,1,-7640
29,99936,116.29,0,0,0,240,176,3,1,-5228
29,99936,116.29,0,0,0,240,176,3,1,-2953
29,99945,115.53,0,0,0,238,175,1,1,-557
29,99936,116.29,0,0,2,239,175,0,1,1719
29,99927,117.05,0,0,0,240,175,0,1,3985
29,99930,116.79,0,0,0,241,176,2,1,6407
29,99930,116.79,0,0,0,240,175,1,1,8679
29,99933,116.54,0,0,0,239,174,1,1,11098
29,99936,116.29,0,0,0,239,176,3,1,13375
29,99933,116.54,0,0,0,240,176,1,1,15648
29,99933,116.54,0,0,0,239,177,1,1,18056
29,99933,116.54,0,0,0,240,175,2,1,20337
29,99930,116.79,0,0,0,238,175,2,1,22756
29,99939,116.04,0,0,0,239,175,2,1,25057
29,99933,116.54,0,0,0,239,175,2,1,27327
29,99939,116.04,0,0,0,239,176,4,1,29725
29,99933,116.54,0,0,0,231,176,11,1,32005
29,99933,116.54,-17,4,0,236,178,9,1,-31116
29,99924,117.30,-12,2,-2,235,174,9,1,-28838
29,99924,117.30,-1,0,0,236,178,12,1,-26559
29,99897,119.57,0,-1,0,242,178,18,1,-24159
29,99849,123.62,0,4,2,241,177,8,1,-21880
29,99811,126.82,0,0,0,239,178,0,1,-19474
29,99798,127.92,0,1,0,240,173,253,1,-17198
29,99817,126.31,0,0,0,242,174,249,1,-14924
29,99828,125.39,0,0,0,239,177,2,1,-12520
29,99820,126.06,0,0,0,240,176,17,1,-10229
29,99807,127.16,0,0,-1,240,176,17,1,-7832
29,99787,128.84,-1,-1,-1,239,176,15,1,-5550
29,99754,131.62,0,0,0,238,178,12,1,-3267
29,99712,135.17,0,0,0,238,176,11,1,-863
29,99652,140.23,0,1,0,240,184,9,1,1420
29,99628,142.25,0,5,0,240,169,6,1,3842
29,99628,142.25,0,-1,0,244,178,1,1,6150
29,99643,140.99,0,-2,0,237,178,1,1,8410
29,99658,139.72,0,0,0,241,173,4,1,10782
29,99649,140.48,0,0,-1,240,175,4,1,13061
29,99631,142.00,0,-1,0,237,175,3,1,15490
29,99619,143.01,0,1,-1,238,171,0,1,17774
29,99622,142.76,-2,0,0,240,175,4,1,20052
29,99613,143.52,1,0,0,240,180,4,1,22436
29,99613,143.52,1,0,-3,239,175,2,1,24716
29,99595,145.04,2,0,0,236,174,2,1,27131
29,99586,145.80,0,0,0,241,175,251,1,29404
29,99568,147.32,-1,1,1,241,175,251,1,31662
29,99557,148.25,-1,-1,1,239,175,2,1,-31484
29,99551,148.75,0,0,-1,240,176,5,1,-29197
29,99551,148.75,0,0,0,239,176,4,1,-26801
29,99554,148.50,0,-1,1,238,176,5,1,-24512
29,99557,148.25,0,0,0,239,175,5,1,-22240
29,99548,149.01,-2,0,0,240,176,5,1,-19859
29,99554,148.50,0,0,0,240,176,6,1,-17581
29,99548,149.01,0,0,0,239,174,6,1,-15173
29,99551,148.75,0,0,0,238,174,6,1,-12889
29,99551,148.75,0,0,0,239,175,6,1,-10632
29,99551,148.75,0,0,0,240,176,5,1,-8260
29,99551,148.75,0,0,0,239,175,5,1,-5991
29,99554,148.50,0,0,0,240,176,6,1,-3583
29,99545,149.26,0,0,0,239,175,5,1,-1307
29,99548,149.01,0,0,0,238,176,6,1,958
29,99545,149.26,0,0,0,237,176,4,1,3401
29,99554,148.50,0,0,0,240,176,6,1,5675
29,99562,147.82,0,0,0,240,177,6,1,8093
29,99539,149.77,0,0,0,240,175,5,1,10368
29,99548,149.01,0,0,0,239,176,5,1,12624
29,99554,148.50,0,0,0,238,175,5,1,15035
29,99545,149.26,0,0,0,239,175,5,1,17307
29,99554,148.50,0,0,0,239,175,21,1,19727
29,99551,148.75,0,0,0,240,176,17,1,22005
29,99539,149.77,0,0,0,241,176,15,1,24272
29,99524,151.03,0,1,0,243,175,9,1,26678
29,99518,151.54,0,1,0,240,175,2,1,28954
29,99506,152.55,0,0,0,241,174,2,1,31354
29,99542,149.51,0,1,0,239,173,255,1,-31905
29,99542,149.51,0,1,-1,241,172,0,1,-29638
29,99568,147.32,0,-1,0,237,178,255,1,-27251
29,99571,147.06,0,0,-1,247,176,248,1,-24970
29,99592,145.29,0,0,0,235,183,250,1,-22557
29,99598,144.79,-9,2,1,218,185,252,1,-20279
29,99601,144.53,-23,6,-2,237,178,8,1,-18007
29,99598,144.79,0,0,0,239,171,6,1,-15584
29,99583,146.05,-3,3,3,238,176,255,1,-13311
29,99589,145.54,0,1,-1,242,173,255,1,-10916
29,99580,146.31,0,-1,1,241,176,248,1,-8640
29,99562,147.82,1,0,0,239,177,252,1,-6380
29,99592,145.29,-1,0,-2,242,176,254,1,-3986
29,99583,146.05,10,-4,0,239,175,254,1,-1694
29,99583,146.05,-5,1,0,238,176,255,1,730
29,99586,145.80,0,2,-1,237,176,2,1,2996
29,99577,146.56,6,0,0,237,176,2,1,5259
29,99586,145.80,2,0,0,239,176,2,1,7650
29,99583,146.05,0,0,0,240,176,254,1,9937
29,99577,146.56,0,0,0,240,176,1,1,12352
29,99583,146.05,0,0,0,238,175,1,1,14632
29,99583,146.05,0,1,0,241,175,0,1,16889
29,99565,147.57,0,1,0,240,176,255,1,19269
29,99577,146.56,0,0,0,240,176,0,1,21545
29,99587,145.71,0,0,0,239,175,255,1,23959
29,99587,145.71,-1,0,-1,239,176,1,1,26249
29,99578,146.47,0,0,0,240,175,0,1,28525
29,99587,145.71,0,4,0,0,212,64,1,30888
29,99581,146.22,4,-23,-97,33,240,45,0,-32367
29,99569,147.23,5,7,-16,28,210,47,1,-29938
29,99578,146.47,-8,82,-147,31,231,60,0,-27651
29,99566,147.49,-11,8,-62,37,242,42,0,-25378
29,99568,147.32,-2,-10,-15,43,232,34,1,-23003
29,99571,147.06,9,4,-2,26,234,56,1,-20716
29,99548,149.01,-6,-5,-8,20,208,53,1,-18328
29,99539,149.77,35,18,-28,234,209,55,0,-16040
29,99578,146.47,-13,-5,34,218,214,63,0,-13755
29,99562,147.82,3,6,-23,217,202,69,1,-11390
29,99565,147.57,31,9,-92,216,200,54,0,-9092
29,99568,147.32,31,-36,-61,221,184,63,0,-6710
29,99557,148.25,56,-14,4,205,194,56,0,-4418
29,99554,148.50,35,-9,-67,212,192,67,0,-2142
29,99565,147.57,-50,-13,-104,202,206,70,0,249
29,99568,147.32,39,-15,-87,225,218,51,0,2535
29,99562,147.82,41,-18,-94,202,205,61,0,4933
29,99566,147.49,48,-17,-106,202,204,60,0,7219
29,99569,147.23,6,19,-130,197,202,73,0,9497
29,99569,147.23,53,46,-164,235,220,59,0,11864
29,99578,146.47,7,-10,-63,215,236,77,0,14191
29,99569,147.23,61,44,-57,236,229,66,0,16558
28,99569,147.23,1,41,-18,243,226,37,0,18845
28,99566,147.49,-12,-26,30,225,213,63,0,21112
28,99572,146.98,34,26,-57,218,217,46,0,23490
28,99572,146.98,34,0,-70,227,251,78,0,25785
28,99575,146.73,-24,3,152,253,232,55,0,28174
28,99584,145.97,-72,-89,110,241,213,34,0,30475
28,99582,146.14,-44,-67,134,234,218,48,0,32762
27,99579,146.39,-3,13,-4,231,230,51,1,-30361
27,99582,146.14,21,46,-38,231,214,49,0,-28056
27,99576,146.64,9,-14,-46,231,217,52,0,-25582
27,99582,146.14,5,38,-69,220,230,44,0,-23272
26,99589,145.54,37,44,-84,225,225,46,0,-20948
26,99580,146.31,50,26,-4,218,231,45,0,-18483
26,99586,145.80,36,40,-12,243,221,43,0,-16108
26,99583,146.05,-3,-20,77,231,229,60,0,-13860
26,99580,146.31,31,64,-58,214,200,88,0,-11615
26,99577,146.56,39,54,-87,249,216,46,0,-8978
26,99577,146.56,-30,2,93,249,218,64,0,-6731
26,99580,146.31,22,59,-55,230,209,57,0,-4469
26,99586,145.80,-2,0,4,235,242,60,1,-1879
26,99580,146.31,13,53,3,231,218,53,0,370
25,99575,146.73,6,11,-31,244,217,47,0,2618
25,99578,146.47,-33,17,27,245,238,45,0,5237
25,99575,146.73,50,32,-28,217,199,44,0,7485
25,99578,146.47,0,19,-44,245,215,35,0,9726
25,99584,145.97,-42,22,10,243,226,44,0,12341
25,99578,146.47,37,24,-14,233,215,45,0,14585
25,99587,145.71,4,17,-4,245,219,43,1,16855
24,99572,146.98,-7,-2,-43,237,221,43,0,19467
24,99572,146.98,-11,15,12,233,210,66,1,21712
24,99573,146.89,14,23,-82,245,225,46,0,23952
24,99579,146.39,37,17,-61,244,232,76,0,26586
24,99576,146.64,11,-21,27,224,204,88,1,28836
24,99573,146.89,-21,-25,-76,227,229,72,0,31091
24,99579,146.39,35,10,-40,255,238,59,0,-31843
24,99582,146.14,33,-19,-42,236,213,60,0,-29614
24,99570,147.15,3,-5,-4,243,215,57,1,-27442
24,99591,145.38,9,-3,60,209,205,68,0,-25019
24,99585,145.88,43,-9,-80,214,215,60,0,-22773
24,99585,145.88,13,-21,-149,239,220,61,0,-20534
24,99585,145.88,-17,-12,-148,9,236,67,0,-18342
24,99579,146.39,-70,-202,124,13,250,64,0,-16099
24,99588,145.63,0,0,0,12,248,63,1,-13787
24,99576,146.64,0,0,0,13,248,62,1,-11505
24,99582,146.14,0,0,0,12,249,63,1,-9231
24,99576,146.64,0,0,0,14,247,63,1,-7001
24,99582,146.14,0,0,0,14,248,62,1,-4761
24,99567,147.40,0,0,0,13,247,64,1,-2558
24,99570,147.15,0,0,0,14,249,63,1,-395
24,99576,146.64,0,0,0,14,249,63,1,1866
24,99585,145.88,0,0,0,14,248,63,1,4143
24,99585,145.88,0,0,-2,13,249,63,1,6415
24,99576,146.64,0,0,0,12,249,63,1,8644
24,99579,146.39,0,0,0,13,250,63,1,10855
24,99579,146.39,0,0,0,11,248,65,1,13056
24,99576,146.64,0,0,0,14,248,63,1,15217
24,99578,146.47,0,0,0,14,249,63,1,17483
24,99575,146.73,0,0,0,14,248,64,1,19763
24,99578,146.47,0,0,0,12,249,62,1,22034
24,99581,146.22,0,0,0,13,248,64,1,24264
24,99563,147.74,0,0,0,13,248,63,1,26476
24,99578,146.47,0,0,0,13,248,63,1,28680
24,99590,145.46,0,0,0,13,248,63,1,30843
24,99566,147.49,0,0,0,13,249,62,1,-32431
24,99572,146.98,0,0,0,13,250,62,1,-30154
24,99578,146.47,0,0,0,13,248,64,1,-27876
24,99578,146.47,0,0,0,13,248,64,1,-25646
24,99569,147.23,0,0,0,12,248,64,1,-23430
24,99587,145.71,0,0,0,12,249,64,1,-21234
24,99563,147.74,0,0,0,12,249,63,1,-19055
24,99560,147.99,0,0,0,13,248,63,1,-16787
25,99578,146.47,0,0,0,9,246,64,1,-14509
25,99569,147.23,-5,8,-21,13,248,63,1,-12231
25,99590,145.46,0,0,0,13,248,62,1,-9784
25,99587,145.71,0,0,0,12,247,63,1,-7503
25,99578,146.47,0,0,0,13,248,64,1,-5072
25,99575,146.73,0,0,0,13,247,63,1,-2782
25,99575,146.73,0,0,0,13,247,63,1,-504
25,99584,145.97,0,0,0,12,248,64,1,1952
25,99575,146.73,0,0,0,13,247,64,1,4257
25,99593,145.21,0,0,0,14,248,63,1,6687
25,99575,146.73,0,0,0,12,247,63,1,8971
25,99572,146.98,0,0,0,13,248,63,1,11243
25,99578,146.47,4,-1,2,11,244,63,1,13688
25,99584,145.97,-2,3,9,11,244,64,1,15978
